1,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CIVIL,DIPPPT,1014,5113,UR/X/OP,N,8,2024
2,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CSE,DIPPPT,730,1364,OBC/X/OP,N,4,2024
3,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CSE,DIPPPT,1187,5366,SC/X/OP,N,8,2024
4,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CSE,DIPPPT,276,676,UR/X/OP,N,12,2024
5,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CSECS,DIPPPT,5418,5469,OBC/X/OP,N,2,2024
6,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CSECS,DIPPPT,578,5137,UR/X/OP,N,4,2024
7,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CSEDS,DIPPPT,1231,5034,UR/X/OP,N,6,2024
8,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CSEIL,DIPPPT,2338,5768,UR/X/OP,N,4,2024
9,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CSEIML,DIPPPT,5036,5036,OBC/X/OP,N,1,2024
10,"Acropolis Institute of Technology & Research, Indore (2005)",Private,CSEIML,DIPPPT,1390,3871,UR/X/OP,N,11,2024
11,"Acropolis Institute of Technology & Research, Indore (2005)",Private,IT,DIPPPT,5134,5134,OBC/X/OP,N,1,2024
12,"Acropolis Institute of Technology & Research, Indore (2005)",Private,IT,DIPPPT,228,4671,UR/X/OP,N,11,2024
13,"Acropolis Institute of Technology & Research, Indore (2005)",Private,EC,DIPPPT,4395,4395,UR/X/OP,N,1,2024
14,"Acropolis Institute of Technology & Research, Indore (2005)",Private,ECACT,DIPPPT,992,4611,UR/X/OP,N,3,2024
15,"Acropolis Institute of Technology & Research, Indore (2005)",Private,IT,DIPPPT,749,4775,UR/X/OP,N,12,2024
16,"Acropolis Institute of Technology & Research, Indore (2005)",Private,MECH,DIPPPT,2998,5515,OBC/X/OP,N,5,2024
17,"Acropolis Institute of Technology & Research, Indore (2005)",Private,MECH,DIPPPT,55,2876,UR/X/OP,N,4,2024
18,"ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)",Private,CIVIL,DIPPPT,1339,3900,UR/X/OP,N,2,2024
19,"ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)",Private,CSE,DIPPPT,910,3349,UR/X/OP,N,2,2024
20,"ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)",Private,ELECT ELEX,DIPPPT,3199,4383,OBC/X/OP,N,3,2024
21,"ADINA INSTITUTE OF SCIENCE & TECHNOLOGY, SAGAR (2009)",Private,ELECT ELEX,DIPPPT,911,2825,UR/X/OP,N,3,2024
22,"Aditya College of Technology & Science, Satna (2007)",Private,CIVIL,DIPPPT,2517,5594,UR/X/OP,N,2,2024
23,"Aditya College of Technology & Science, Satna (2007)",Private,CIVIL,BSC,5862,5862,UR/X/OP,N,1,2024
24,"Aditya College of Technology & Science, Satna (2007)",Private,CSE,DIPPPT,681,5578,UR/X/OP,N,5,2024
25,"Aditya College of Technology & Science, Satna (2007)",Private,ELECT ELEX,DIPPPT,287,5783,UR/X/OP,N,6,2024
