840 ,NRI Institute of Research & Technology Bhopal (2008), Private ,CIVIL   ,DIPPPT ,3419,4649, OBC/X/M ,N,2,2025
841 ,NRI Institute of Research & Technology Bhopal (2008), Private ,CIVIL   ,BSC    ,4689,4689, UR/X/M  ,N,1,2025
842 ,NRI Institute of Research & Technology Bhopal (2008), Private ,CIVIL   ,DIPPPT ,1002,4765, UR/X/M  ,N,6,2025
843 ,NRI Institute of Research & Technology Bhopal (2008), Private ,CSE     ,DIPPPT , 679,2031, OBC/X/F ,N,2,2025
844 ,NRI Institute of Research & Technology Bhopal (2008), Private ,CSE     ,DIPPPT , 703,3026, UR/X/F  ,N,2,2025
845 ,NRI Institute of Research & Technology Bhopal (2008), Private ,EE      ,DIPPPT , 41 , 41 , OBC/X/F ,N,1,2025
846 ,NRI Institute of Research & Technology Bhopal (2008), Private ,EE      ,DIPPPT ,1519,1519, ST/X/M  ,N,1,2025
847 ,NRI Institute of Research & Technology Bhopal (2008), Private ,EE      ,DIPPPT , 105,3678, OBC/X/M ,N,6,2025
848 ,NRI Institute of Research & Technology Bhopal (2008), Private ,EE      ,DIPPPT , 129,3889, UR/X/M  ,N,13,2025
849 ,NRI Institute of Research & Technology Bhopal (2008), Private ,EE      ,DIPPPT ,2233,4019, SC/X/M  ,N,4,2025
850 ,NRI Institute of Research & Technology Bhopal (2008), Private ,MECH    ,DIPPPT , 316,3362, UR/X/M  ,N,9,2025
851 ,NRI Institute of Research & Technology Bhopal (2008), Private ,MECH    ,DIPPPT , 449,4713, OBC/X/M ,N,3,2025
852 ,NRI Institute of Research & Technology Bhopal (2008), Private ,MINING  ,DIPPPT , 833,4241, ST/X/M  ,N,4,2025
853 ,NRI Institute of Research & Technology Bhopal (2008), Private ,MINING  ,DIPPPT , 100,4266, OBC/X/M ,N,39,2025
854 ,NRI Institute of Research & Technology Bhopal (2008), Private ,MINING  ,DIPPPT , 645,4746, SC/X/M  ,N,10,2025
855 ,NRI Institute of Research & Technology Bhopal (2008), Private ,MINING  ,DIPPPT , 71 ,4808, UR/X/M  ,N,20,2025
856 ,Oriental College of Technology Bhopal (2002), Private ,CIVIL       ,DIPPPT ,1222,3826, SC/X/M ,N,4,2025
857 ,Oriental College of Technology Bhopal (2002), Private ,CIVIL       ,DIPPPT ,1337,4030, UR/X/M ,N,4,2025
858 ,Oriental College of Technology Bhopal (2002), Private ,CIVIL       ,DIPPPT ,2698,4581, OBC/X/M,N,6,2025
859 ,Oriental College of Technology Bhopal (2002), Private ,CIVIL       ,BSC    ,4829,4829, OBC/X/M,N,1,2025
860 ,Oriental College of Technology Bhopal (2002), Private ,CSE         ,DIPPPT , 951,2733, UR/X/M ,N,5,2025
861 ,Oriental College of Technology Bhopal (2002), Private ,CSE         ,DIPPPT ,3835,3905, SC/X/M ,N,2,2025
862 ,Oriental College of Technology Bhopal (2002), Private ,CSE         ,DIPPPT ,1788,4147, UR/X/F ,N,5,2025
863 ,Oriental College of Technology Bhopal (2002), Private ,CSE         ,DIPPPT ,2676,4207, SC/X/F ,N,3,2025
864 ,Oriental College of Technology Bhopal (2002), Private ,CSE         ,DIPPPT , 964,4316, OBC/X/M,N,10,2025
865 ,Oriental College of Technology Bhopal (2002), Private ,CSE         ,DIPPPT , 648,4408, OBC/X/F,N,5,2025
866 ,Oriental College of Technology Bhopal (2002), Private ,CSE         ,BSC    ,4810,4810, UR/X/F ,N,1,2025
867 ,Oriental College of Technology Bhopal (2002), Private ,CSECS       ,DIPPPT ,4256,4256, SC/X/M ,N,1,2025
868 ,Oriental College of Technology Bhopal (2002), Private ,CSEIML      ,DIPPPT , 817, 817, SC/X/M ,N,1,2025
869 ,Oriental College of Technology Bhopal (2002), Private ,CSEIML      ,DIPPPT , 985,2375, UR/X/M ,N,3,2025
870 ,Oriental College of Technology Bhopal (2002), Private ,CSEIML      ,DIPPPT ,4514,4514, UR/X/F ,N,1,2025
871 ,Oriental College of Technology Bhopal (2002), Private ,CSEIML      ,DIPPPT ,2913,4624, OBC/X/M,N,5,2025
872 ,Oriental College of Technology Bhopal (2002), Private ,EC          ,DIPPPT ,1993,1993, UR/X/M ,N,1,2025
873 ,Oriental College of Technology Bhopal (2002), Private ,ELECT ELEX  ,DIPPPT ,1377,1377, UR/X/F ,N,1,2025
874 ,Oriental College of Technology Bhopal (2002), Private ,ELECT ELEX  ,DIPPPT ,2847,2847, OBC/X/M,N,1,2025
875 ,Oriental College of Technology Bhopal (2002), Private ,ELECT ELEX  ,DIPPPT ,3341,3341, ST/X/M ,N,1,2025
876 ,Oriental College of Technology Bhopal (2002), Private ,ELECT ELEX  ,DIPPPT , 184,4522, UR/X/M ,N,7,2025
877 ,Oriental College of Technology Bhopal (2002), Private ,ELECT ELEX  ,DIPPPT , 266,4569, SC/X/M ,N,5,2025
878 ,Oriental College of Technology Bhopal (2002), Private ,MECH        ,DIPPPT , 326,2124, UR/X/M ,N,6,2025
879 ,Oriental College of Technology Bhopal (2002), Private ,MECH        ,DIPPPT , 567,2291, OBC/X/M,N,3,2025
880 ,Oriental College of Technology Bhopal (2002), Private ,MECH        ,DIPPPT ,4423,4423, ST/X/M ,N,1,2025
881 ,Oriental College of Technology Bhopal (2002), Private ,MECH        ,DIPPPT , 592,4781, SC/X/M ,N,4,2025
882 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,CIVIL   ,DIPPPT ,2828,2828, OBC/X/M,N,1,2025
883 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,CIVIL   ,DIPPPT ,1590,4770, UR/X/M ,N,5,2025
884 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,CSE     ,DIPPPT , 493,2196, UR/X/F ,N,3,2025
885 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,CSE     ,DIPPPT ,1056,3661, UR/X/M ,N,5,2025
886 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,CSEDS   ,DIPPPT ,3082,3082, OBC/X/M,N,1,2025
887 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,CSEDS   ,DIPPPT ,3921,4421, UR/X/M ,N,2,2025
888 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,CSEIML  ,DIPPPT ,1751,1751, OBC/X/F,N,1,2025
889 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,CSEIML  ,DIPPPT , 870,2802, UR/X/M ,N,2,2025
890 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,CSEIML  ,DIPPPT ,3457,3457, SC/X/F ,N,1,2025
891 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,CSEIML  ,DIPPPT ,3689,3689, OBC/X/M,N,1,2025
892 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,EC      ,DIPPPT ,2303,2303, UR/X/M ,N,1,2025
893 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,ELECT ELEX ,DIPPPT ,2829,2829, UR/X/M ,N,1,2025
894 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,IT      ,DIPPPT , 329, 329, UR/X/M ,N,1,2025
895 ,Oriental Institute of Science & Technology Bhopal (1995), Private ,MECH    ,DIPPPT ,3688,3688, OBC/X/M,N,1,2025
896 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY BHOPAL (2002), Private ,CSE      ,DIPPPT , 126,4281 , UR/X/M ,N,4,2025
897 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY BHOPAL (2002), Private ,MECH     ,DIPPPT ,1688,3601 , UR/X/M ,N,2,2025
898 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY INDORE (2005), Private ,CIVIL    ,DIPPPT ,2493,2493 , OBC/X/M,N,1,2025
899 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY INDORE (2005), Private ,CIVIL    ,DIPPPT ,2783,2783 , ST/X/F ,N,1,2025
900 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY INDORE (2005), Private ,CIVIL    ,DIPPPT ,3806,4705 , ST/X/M ,N,2,2025
901 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY INDORE (2005), Private ,CSE      ,DIPPPT ,1538,1538 , OBC/X/F,N,1,2025
902 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY INDORE (2005), Private ,CSE      ,DIPPPT , 162,4563 , UR/X/M ,N,2,2025
903 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY INDORE (2005), Private ,CSEITCS  ,DIPPPT , 472, 472 , UR/X/F ,N,1,2025
904 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY INDORE (2005), Private ,EC       ,DIPPPT , 635, 635 , OBC/X/M,N,1,2025
905 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY INDORE (2005), Private ,MECH     ,DIPPPT ,2034,2034 , SC/X/F ,N,1,2025
906 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY INDORE (2005), Private ,MECH     ,DIPPPT ,2131,3751 , OBC/X/M,N,8,2025
907 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY INDORE (2005), Private ,MECH     ,DIPPPT ,1116,4611 , OBC/X/F,N,2,2025
908 ,PATEL COLLEGE OF SCIENCE & TECHNOLOGY INDORE (2005), Private ,MECH     ,DIPPPT , 70 ,4712 , UR/X/M ,N,9,2025
909 ,Prashantee Institute of Technology & Science Ujjain (2008), Private ,CIVIL ,DIPPPT ,3432,3432, SC/X/F ,N,1,2025
910 ,Prashantee Institute of Technology & Science Ujjain (2008), Private ,CIVIL ,DIPPPT ,3614,3614, OBC/X/M,N,1,2025
911 ,Prashantee Institute of Technology & Science Ujjain (2008), Private ,CSE   ,DIPPPT ,1776,1776, OBC/X/M,N,1,2025
912 ,Prashantee Institute of Technology & Science Ujjain (2008), Private ,CSE   ,DIPPPT ,4590,4590, UR/X/M ,N,1,2025
913 ,Prashantee Institute of Technology & Science Ujjain (2008), Private ,MECH  ,DIPPPT ,1209,1209, OBC/X/M,N,1,2025
914 ,Prashantee Institute of Technology & Science Ujjain (2008), Private ,MECH  ,DIPPPT ,3674,3674, OBC/X/F,N,1,2025
915 ,Prashantee Institute of Technology & Science Ujjain (2008), Private ,MECH  ,DIPPPT ,3561,3989, SC/X/M ,N,3,2025
916 ,Prestige Institute of Engineering Management and Research Indore (2008) , Private , AIADS  ,DIPPPT ,2727,2727, UR/X/M ,N,1 ,2025
917 ,Prestige Institute of Engineering Management and Research Indore (2008) , Private , AIADS  ,DIPPPT ,2578,3840, OBC/X/M,N,2,2025
918 ,Prestige Institute of Engineering Management and Research Indore (2008) , Private , ARE    ,DIPPPT ,3143,3143, OBC/X/M,N,1,2025
919 ,Prestige Institute of Engineering Management and Research Indore (2008) , Private , ARE    ,DIPPPT ,3958,3958, UR/X/F ,N,1,2025
920 ,Prestige Institute of Engineering Management and Research Indore (2008) , Private , CSE    ,DIPPPT ,1189,1189, OBC/X/F,N,1 ,2025
921 ,Prestige Institute of Engineering Management and Research Indore (2008) , Private , CSE    ,DIPPPT , 595,3342, UR/X/M ,N,5,2025
922 ,Prestige Institute of Engineering Management and Research Indore (2008) , Private , CSE    ,DIPPPT ,1916,3455, OBC/X/M,N,3,2025
923 ,Prestige Institute of Engineering Management and Research Indore (2008) , Private , EE     ,DIPPPT ,2159,2159, SC/X/M ,N,1,2025
924 ,Prestige Institute of Engineering Management and Research Indore (2008) , Private , MECH   ,DIPPPT ,4515,4599, OBC/X/M,N,2,2025
925 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,CIVIL       ,DIPPPT ,4710,4710, UR/X/M ,N,1,2025
926 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,CSE         ,DIPPPT ,3770,3770, UR/X/F ,N,1,2025
927 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,CSEIML      ,DIPPPT ,2803,2803, UR/X/M ,N,1,2025
928 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,EC          ,BSC    ,4672,4672, UR/X/M ,N,1,2025
929 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,ELECT ELEX  ,DIPPPT ,1558,1558, OBC/X/M,N,1,2025
930 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,ELECT ELEX  ,DIPPPT ,2161,2161, SC/X/M ,N,1,2025
931 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,ELECT ELEX  ,DIPPPT , 738, 738, SC/X/M ,N,1,2025
932 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,ELECT ELEX  ,DIPPPT , 324, 981, UR/X/M ,N,3,2025
933 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,MECH        ,DIPPPT ,2840,3291, OBC/X/M,N,2,2025
934 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,MECH        ,DIPPPT , 234,1909, UR/X/M ,N,4,2025
935 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,MTENG       ,DIPPPT ,2587,2587, UR/X/M ,N,1,2025
936 ,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH BHOPAL ,Private ,MTENG       ,BSC    ,4679,4679, UR/X/M ,N,1,2025
937 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,CIVIL   ,DIPPPT ,2507,2507,  UR/X/F ,N,1,2025
938 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,CIVIL   ,BSC    ,3035,3035, SC/X/M  ,N,1,2025
939 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,CIVIL   ,DIPPPT ,4018,4018, SC/X/M  ,N,1,2025
940 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,CIVIL   ,BSC    ,4236,4236, OBC/X/M ,N,1,2025
941 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,CIVIL   ,BSC    ,4605,4605, UR/X/M  ,N,1,2025
942 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,CIVIL   ,DIPPPT ,2583,4622, UR/X/M  ,N,7,2025
943 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,CSE     ,DIPPPT , 681, 681, OBC/X/F ,N,1,2025
944 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,CSE     ,DIPPPT ,3764,3764, SC/X/M  ,N,1,2025
945 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,EE      ,DIPPPT ,1841,1841, UR/X/F  ,N,1 ,2025
946 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,EE      ,DIPPPT ,3371,4324, OBC/X/M ,N,4,2025
947 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,EE      ,DIPPPT ,4342,4342, SC/X/M  ,N,1,2025
948 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,EE      ,DIPPPT , 893,4817, UR/X/M  ,N,13,2025
949 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,MECH    ,DIPPPT ,2631,2631, OBC/X/M ,N,1 ,2025
950 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,MECH    ,DIPPPT ,4177,4177, UR/X/M  ,N,1,2025
951 ,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY Chhatarpur (2010), Private ,MECH    ,BSC    ,4731,4823, SC/X/M  ,N,2,2025
952 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private ,CIVIL    ,DIPPPT , 111,1733 , UR/X/F ,N,3,2025
953 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private ,CIVIL    ,DIPPPT ,4083,4083 , SC/X/M ,N,1,2025
954 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private ,CIVIL    ,DIPPPT , 2  ,4547 , UR/X/M ,N,40,2025
955 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private ,CSE      ,DIPPPT ,1004,2684 , UR/X/F ,N,5,2025
956 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private ,CSE      ,BSC    ,2981,2981 , UR/X/M ,N,1,2025
957 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private ,CSE      ,DIPPPT , 739,4620 , UR/X/M ,N,19,2025
958 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private ,CSE      ,DIPPPT ,4757,4757 , ST/X/M ,N,1,2025
959 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private ,EC       ,DIPPPT , 736, 892 , UR/X/M ,N,3,2025
960 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private ,EC       ,DIPPPT , 379,3408 , UR/X/F ,N,5,2025
961 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private,ELECT ELEX,BSC    ,3006,3006 , UR/X/M ,N,1,2025
962 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private,ELECT ELEX,DIPPPT , 799,3439 , UR/X/F ,N,4,2025
963 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private,ELECT ELEX,DIPPPT , 13 ,3897 , UR/X/M ,N,36,2025
964 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private,ELECT ELEX,DIPPPT ,4359,4359 , SC/X/M ,N,1,2025
965 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private,ELECT ELEX,DIPPPT ,1437,4662 , OBC/X/M,N,8,2025
966 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private ,MECH     ,BSC    ,4702,4753 , UR/X/M ,N,2,2025
967 ,Radha Raman Institute of Technology & Science Bhopal (2003), Private ,MECH     ,DIPPPT , 61 ,4809 , UR/X/M ,N,37,2025
968 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,CIVIL       ,DIPPPT , 124, 128 , UR/X/F ,N,2,2025
969 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,CIVIL       ,DIPPPT , 19 ,4678 , UR/X/M ,N,44,2025
970 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,CSE         ,DIPPPT , 175,2916 , UR/X/M ,N,2,2025
971 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,CSE         ,DIPPPT , 616,3284 , UR/X/F ,N,3,2025
972 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,ELECT ELEX  ,DIPPPT ,1493,1493 , OBC/X/M,N,1,2025
973 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,ELECT ELEX  ,DIPPPT ,1768,2775 , UR/X/F ,N,4,2025
974 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,ELECT ELEX  ,BSC    ,3514,3514 , UR/X/M ,N,1,2025
975 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,ELECT ELEX  ,DIPPPT , 154,3623 , UR/X/M ,N,18,2025
976 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,MECH        ,DIPPPT , 904, 904 , SC/X/M ,N,1,2025
977 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,MECH        ,DIPPPT ,1250,3395 , OBC/X/M,N,3,2025
978 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,MECH        ,DIPPPT , 594,4465 , UR/X/M ,N,23,2025
979 ,RADHARAMAN ENGINEERING COLLEGE BHOPAL (2006), Private ,MECH        ,BSC    ,3930,4826 , UR/X/M ,N,3,2025
980 ,Rajeev Gandhi Prodyogiki Mahavidhyalaya Bhopal (2006), Private ,CIVIL  ,DIPPPT ,2275,3933, UR/X/M ,N,9,2025
981 ,Rajeev Gandhi Prodyogiki Mahavidhyalaya Bhopal (2006), Private ,CIVIL  ,BSC    ,4638,4638, UR/X/M ,N,1,2025
982 ,Rajeev Gandhi Prodyogiki Mahavidhyalaya Bhopal (2006), Private ,CSE    ,DIPPPT , 336,1088, OBC/X/F,N,2,2025
983 ,Rajeev Gandhi Prodyogiki Mahavidhyalaya Bhopal (2006), Private ,CSE    ,DIPPPT ,1434,4583, UR/X/F ,N,3,2025
984 ,Rajeev Gandhi Prodyogiki Mahavidhyalaya Bhopal (2006), Private ,EE     ,DIPPPT ,1022,1022, OBC/X/F,N,1,2025
985 ,Rajeev Gandhi Prodyogiki Mahavidhyalaya Bhopal (2006), Private ,EE     ,DIPPPT ,4082,4082, OBC/X/M,N,1,2025
986 ,Rajeev Gandhi Prodyogiki Mahavidhyalaya Bhopal (2006), Private ,EE     ,DIPPPT , 527,4449, UR/X/M ,N,5,2025
987 ,Rajeev Gandhi Prodyogiki Mahavidhyalaya Bhopal (2006), Private ,MECH   ,DIPPPT ,1646,3037, UR/X/M ,N,3,2025
988 ,Rajeev Gandhi Prodyogiki Mahavidhyalaya Bhopal (2006), Private ,MECH   ,DIPPPT ,3942,3942, OBC/X/M,N,1,2025
989 ,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,CIVIL ,DIPPPT ,1741,1741, OBC/X/M, Y , 1,2025
990 ,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,CIVIL ,DIPPPT ,1593,1593, SC/X/M , Y , 1,2025
991 ,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,CIVIL ,DIPPPT ,3615,3615, ST/X/F , Y , 1,2025
992 ,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,CIVIL ,DIPPPT ,1721,1721, UR/X/F , Y , 1,2025
993 ,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,CIVIL ,DIPPPT ,1034,1184, UR/X/M , Y , 2,2025
994 ,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,CSE   ,DIPPPT , 651, 651, OBC/X/F, Y , 1,2025
995 ,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,CSE   ,DIPPPT ,2227,2227, SC/X/M , Y , 1,2025
996 ,Rewa Engineering College Rewa (REC) (1964), GOVT ,CSE   ,DIPPPT ,4132,4132, SC/X/F , Y , 1,2025
997 ,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,CSE   ,DIPPPT , 160, 160, UR/X/F , Y , 1,2025
998 ,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,CSE   ,DIPPPT , 382, 382, OBC/X/F, Y , 1,2025
999 ,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,CSE   ,DIPPPT , 507, 507, OBC/X/M, Y , 1,2025
1000,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,EC    ,DIPPPT ,1570,1570, UR/X/F , Y , 1,2025
1001,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,EC    ,DIPPPT ,1876,1876, SC/X/M , Y , 1,2025
1002,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,EC    ,DIPPPT , 560,4052, UR/X/M , Y , 4,2025
1003,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,EE    ,DIPPPT ,3234,3234, OBC/X/M, Y , 1,2025
1004,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,EE    ,DIPPPT ,2457,2457, SC/X/F , Y , 1,2025
1005,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,EE    ,DIPPPT ,4554,4554, SC/X/M , Y , 1,2025
1006,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,EE    ,DIPPPT , 173, 173, UR/X/F , Y , 1,2025
1007,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,EE    ,DIPPPT , 93 ,2014, UR/X/M , Y , 2,2025
1008,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,MECH  ,DIPPPT ,4603,4603, SC/X/M , Y , 1,2025
1009,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,MECH  ,DIPPPT ,3108,3108, UR/X/F , Y , 1,2025
1010,Rewa Engineering College Rewa (REC) (1964) ,GOVT ,MECH  ,DIPPPT , 677,3752, UR/X/M , Y , 4,2025
1011 ,Rewa Institute of Technology Rewa (2003), Private ,CIVIL  ,DIPPPT ,2310,2310 , UR/X/M ,N,1,2025
1012 ,Rewa Institute of Technology Rewa (2003), Private ,CSE    ,DIPPPT , 949,1960 , UR/X/M ,N,2,2025
1013 ,Rewa Institute of Technology Rewa (2003), Private ,EC     ,DIPPPT ,3285,3530 , OBC/X/M,N,2,2025
1014 ,Rewa Institute of Technology Rewa (2003), Private ,EC     ,DIPPPT ,4305,4305 , UR/X/M ,N,1,2025
1015 ,Rewa Institute of Technology Rewa (2003), Private ,EE     ,DIPPPT ,1409,1409 , OBC/X/F,N,1,2025
1016 ,Rewa Institute of Technology Rewa (2003), Private ,EE     ,DIPPPT ,3373,3373 , OBC/X/M,N,1,2025
1017 ,Rewa Institute of Technology Rewa (2003), Private ,EE     ,DIPPPT ,1887,4348 , UR/X/M ,N,2,2025
1018 ,Rewa Institute of Technology Rewa (2003), Private ,IT     ,DIPPPT ,4157,4157 , OBC/X/M,N,1,2025
1019 ,Rewa Institute of Technology Rewa (2003), Private ,MECH   ,DIPPPT , 268, 268 , OBC/X/M,N,1,2025
1020 ,Rewa Institute of Technology Rewa (2003), Private ,MECH   ,BSC    ,3792,3792 , OBC/X/M,N,1,2025
1021 ,Rewa Institute of Technology Rewa (2003), Private ,MECH   ,DIPPPT ,2870,4828 , UR/X/M ,N,2,2025
1022 ,Rustamji Institute of Technology Tekanpur Gwalior (1999) ,S.F.I. ,CSE   ,DIPPPT ,1842,1842, UR/X/F , Y , 1,2025
1023 ,Rustamji Institute of Technology Tekanpur Gwalior (1999) ,S.F.I. ,CSE   ,DIPPPT ,2887,2887, UR/X/F , Y , 1,2025
1024 ,Rustamji Institute of Technology Tekanpur Gwalior (1999) ,S.F.I. ,CSE   ,DIPPPT ,2894,2894, OBC/X/F, Y , 1,2025
1025 ,Rustamji Institute of Technology Tekanpur Gwalior (1999) ,S.F.I. ,CSE   ,DIPPPT ,1416,4410, OBC/X/M, Y , 2,2025
1026 ,Rustamji Institute of Technology Tekanpur Gwalior (1999) ,S.F.I. ,CSE   ,DIPPPT ,1952,4530, UR/X/M , Y , 3,2025
1027 ,Rustamji Institute of Technology Tekanpur Gwalior (1999) ,S.F.I. ,EC    ,DIPPPT ,2833,2833, UR/X/F , Y , 1,2025
1028 ,Rustamji Institute of Technology Tekanpur Gwalior (1999) ,S.F.I. ,MECH  ,DIPPPT ,1253,1253, OBC/X/M, Y , 1,2025
1029 ,Sagar Institute of Research & Technology - Excellence Bhopal (2008) ,Private ,CIVIL   ,DIPPPT , 62  , 830 , UR/X/M , N, 3,2025
1030 ,Sagar Institute of Research & Technology - Excellence Bhopal (2008) ,Private ,CSE     ,DIPPPT ,1815 ,4071 , UR/X/M , N,  4,2025
1031 ,Sagar Institute of Research & Technology - Excellence Bhopal (2008) ,Private ,MECH    ,DIPPPT ,1482 ,1482 , OBC/X/M, N, 1,2025
1032 ,Sagar Institute of Research & Technology - Excellence Bhopal (2008) ,Private ,MECH    ,DIPPPT , 969 ,4300 , UR/X/M , N, 7,2025
1033 ,Sagar Institute of Research & Technology Bhopal (2003), Private ,AIML     ,DIPPPT , 464,2111, UR/X/F ,N,2,2025
