423 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , CSE    ,DIPPPT , 156 , 156 , OBC/X/M   , Y , 1,2025
424 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , CSE    ,DIPPPT , 108 , 167 , UR/X/F    , Y , 3,2025
425 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , EI     ,DIPPPT ,3050 ,3594 , OBC/X/M   , Y , 2,2025
426 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , EI     ,DIPPPT ,4386 ,4386 , SC/X/M    , Y , 1,2025
427 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , EI     ,DIPPPT ,1758 ,1758 , UR/X/F    , Y , 1,2025
428 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , EI     ,DIPPPT , 864 , 864 , OBC/X/M   , Y , 1,2025
429 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , EI     ,DIPPPT ,2189 ,2189 , UR/X/M    , Y , 1,2025
430 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , ET     ,DIPPPT , 710 ,1789 , OBC/X/M   , Y , 4,2025
431 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , ET     ,DIPPPT ,2983 ,4230 , SC/X/M    , Y , 2,2025
432 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , ET     ,DIPPPT , 295 , 295 , UR/X/F    , Y , 1,2025
433 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , ET     ,DIPPPT , 512 , 512 , OBC/X/F   , Y , 1,2025
434 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , ET     ,DIPPPT , 513 , 513 , UR/X/F    , Y , 1,2025
435 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , ET     ,DIPPPT , 433 , 585 , UR/X/M    , Y , 3,2025
436 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , IT     ,DIPPPT , 387 , 387 , OBC/X/M   , Y , 1,2025
437 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , IT     ,DIPPPT ,1298 ,1298 , SC/X/F    , Y , 1,2025
438 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , IT     ,DIPPPT , 871 ,1461 , SC/X/M    , Y , 3,2025
439 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , IT     ,DIPPPT ,3935 ,3935 , ST/X/M    , Y , 1,2025
440 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , IT     ,DIPPPT , 240 , 240 , UR/X/F    , Y , 1,2025
441 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , IT     ,DIPPPT , 256 , 256 , OBC/X/F   , Y , 1,2025
442 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , IT     ,DIPPPT , 332 , 332 , OBC/X/F   , Y , 1,2025
443 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , IT     ,DIPPPT , 313 , 338 , UR/X/F    , Y , 2,2025
444 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , IT     ,DIPPPT , 348 , 348 , OBC/X/M   , Y , 1,2025
445 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , MECH   ,DIPPPT , 968 , 968 , OBC/X/M   , Y , 1,2025
446 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , MECH   ,DIPPPT ,3094 ,4110 , SC/X/M    , Y , 2,2025
447 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , MECH   ,DIPPPT ,3597 ,3597 , OBC/X/F   , Y , 1,2025
448 ,Institute of Engineering and Technology DAVV Indore (1996) ,S.F.I. , MECH   ,DIPPPT , 791 , 798 , UR/X/M    , Y , 2,2025
449 ,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996) ,S.F.I. ,CHEM ,DIPPPT ,1984,1984 , UR/X/M  , Y , 1,2025
450 ,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996) ,S.F.I. ,CSE  ,DIPPPT ,1219,1219 , OBC/X/M , Y , 1,2025
451 ,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996) ,S.F.I. ,CSE  ,DIPPPT ,1220,1220 , OBC/X/F , Y , 1,2025
452 ,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996) ,S.F.I. ,CSE  ,DIPPPT ,1422,1422 , SC/X/M  , Y , 1,2025
453 ,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996) ,S.F.I. ,CSE  ,DIPPPT , 967, 967 , OBC/X/F , Y , 1,2025
454 ,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996) ,S.F.I. ,CSE  ,DIPPPT , 840, 840 , OBC/X/M , Y , 1,2025
455 ,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996) ,S.F.I. ,CSE  ,DIPPPT ,1160,1160 , UR/X/F  , Y , 1,2025
456 ,INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY GWALIOR (1996) ,S.F.I. ,EL   ,DIPPPT ,4677,4677 , OBC/X/M , Y , 1,2025
457 ,INSTITUTE OF TECHNOLOGY AND MANAGEMENT GWALIOR (1997), Private ,CSE ,BSC    ,531 , 531 , UR/X/M  ,N,1,2025
458 ,INSTITUTE OF TECHNOLOGY AND MANAGEMENT GWALIOR (1997), Private ,CSE ,DIPPPT ,1398,2160 , UR/X/M  ,N,2,2025
459 ,INSTITUTE OF TECHNOLOGY AND MANAGEMENT GWALIOR (1997), Private ,CSE ,DIPPPT , 572,2426 , UR/X/F  ,N,3,2025
460 ,INSTITUTE OF TECHNOLOGY AND MANAGEMENT GWALIOR (1997), Private ,CSE ,DIPPPT ,3059,3059 , OBC/X/M ,N,1,2025
461 ,INSTITUTE OF TECHNOLOGY AND MANAGEMENT GWALIOR (1997), Private ,MECH,BSC    ,1875,1875 , OBC/X/M ,N,1,2025
462 ,IPS Academy Institute of Engineering and Science Indore OFF CAMPUS , Private ,AIML, DIPPPT ,4400,4400, UR/X/M ,N,1,2025
463 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CHEM      ,DIPPPT ,4219 ,4219 , OBC/X/M   ,N,1,2025
464 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CHEM      ,DIPPPT ,4656 ,4656 , UR/X/M    ,N,1,2025
465 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CIVIL     ,DIPPPT ,1871 ,1871 , OBC/X/M   ,N,1,2025
466 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CSE       ,DIPPPT ,2324 ,2324 , UR/X/F    ,N,1,2025
467 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CSE       ,DIPPPT ,4005 ,4005 , SC/X/F    ,N,1,2025
468 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CSE       ,DIPPPT ,2815 ,4273 , OBC/X/M   ,N,3,2025
469 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CSE       ,DIPPPT , 749 ,4503 , UR/X/M    ,N,6,2025
470 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CSEIML    ,DIPPPT ,4676 ,4676 , UR/X/M    ,N,1,2025
471 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CSEIOT    ,DIPPPT ,1053 ,1053 , UR/X/F    ,N,1,2025
472 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CSEIOT    ,DIPPPT ,3109 ,3109 , OBC/X/F   ,N,1,2025
473 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CSERC     ,DIPPPT ,2825 ,2825 , SC/X/F    ,N,1,2025
474 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,CSERC     ,DIPPPT ,1372 ,4231 , ST/X/F    ,N,2,2025
475 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,EC        ,DIPPPT ,3268 ,3268 , OBC/X/M   ,N,1,2025
476 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,EC        ,BSC    ,4595 ,4595 , OBC/X/M   ,N,1,2025
477 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,FTS       ,DIPPPT ,3047 ,3047 , SC/X/M    ,N,1,2025
478 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,FTS       ,DIPPPT ,2079 ,4187 , UR/X/M    ,N,2,2025
479 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,FTS       ,DIPPPT ,3673 ,4252 , OBC/X/M   ,N,2,2025
480 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,MECH      ,DIPPPT ,2534 ,3246 , OBC/X/M   ,N,2,2025
481 ,IPS Academy Institute of Engineering and Science Indore (1999), Private ,MECH      ,DIPPPT ,4003 ,4003 , SC/X/M    ,N,1,2025
482 ,IPS College of Technology & Management Gwalior (2007), Private ,CSE    ,BSC    ,1394,1394, OBC/X/M ,N,1,2025
483 ,IPS College of Technology & Management Gwalior (2007), Private ,CSE    ,DIPPPT ,3736,3736, OBC/X/M ,N,1,2025
484 ,IPS College of Technology & Management Gwalior (2007), Private ,EE     ,DIPPPT ,1995,1995, UR/X/M  ,N,1,2025
485 ,IPS College of Technology & Management Gwalior (2007), Private ,EE     ,DIPPPT ,4269,4269, OBC/X/M ,N,1,2025
486 ,IPS College of Technology & Management Gwalior (2007), Private ,MECH   ,DIPPPT ,1950,1950, SC/X/M  ,N,1,2025
487 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,AIAIDS    ,DIPPPT , 349 , 349 , OBC/X/F, Y , 1,2025
488 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,AIAIDS    ,DIPPPT , 909 , 909 , SC/X/M , Y , 1,2025
489 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947), GOVT ,AIAIDS    ,DIPPPT ,1522 ,1522 , SC/X/F , Y , 1,2025
490 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,AIAIDS    ,DIPPPT , 130 , 130 , UR/X/F , Y , 1,2025
491 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,AIAIDS    ,DIPPPT , 12  , 12  , UR/X/M , Y , 1,2025
492 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,AIAIDS    ,DIPPPT , 223 , 223 , UR/X/F , Y , 1,2025
493 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,CIVIL     ,DIPPPT , 538 , 538 , OBC/X/M, Y , 1,2025
494 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,CIVIL     ,DIPPPT ,1153 ,1153 , SC/X/M , Y , 1,2025
495 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,CIVIL     ,DIPPPT ,1655 ,1655 , ST/X/F , Y , 1,2025
496 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,CIVIL     ,DIPPPT , 267 , 267 , OBC/X/F, Y , 1,2025
497 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,CIVIL     ,DIPPPT , 139 , 139 , ST/X/M , Y , 1,2025
498 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,CIVIL     ,DIPPPT , 484 , 484 , SC/X/M , Y , 1,2025
499 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947), GOVT ,CSE       ,DIPPPT , 347 , 347 , OBC/X/F, Y , 1,2025
500 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,CSE       ,DIPPPT ,1132 ,1132 , SC/X/M , Y , 1,2025
501 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,CSE       ,DIPPPT , 369 ,1415 , SC/X/F , Y , 2,2025
502 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947), GOVT ,CSE       ,DIPPPT , 79  , 79  , OBC/X/F, Y , 1,2025
503 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947), GOVT ,CSE       ,DIPPPT , 168 , 168 , UR/X/F , Y , 1,2025
504 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,CSE       ,DIPPPT , 224 , 224 , OBC/X/M, Y , 1,2025
505 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,CSE       ,DIPPPT , 225 , 225 , UR/X/M , Y , 1,2025
506 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,CSE       ,DIPPPT , 322 , 322 , UR/X/F , Y , 1,2025
507 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947), GOVT ,EC        ,DIPPPT ,3190 ,4579 , OBC/X/M, Y , 5,2025
508 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,EC        ,DIPPPT ,1745 ,1745 , OBC/X/F, Y , 1,2025
509 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947), GOVT ,EC        ,DIPPPT ,1847 ,1847 , UR/X/M , Y , 1,2025
510 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,EC        ,DIPPPT ,2135 ,2135 , UR/X/F , Y , 1,2025
511 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,EC        ,DIPPPT ,2350 ,2350 , OBC/X/M, Y , 1,2025
512 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,EE        ,DIPPPT , 857 , 857 , OBC/X/M, Y , 1,2025
513 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,EE        ,DIPPPT ,1051 ,1051 , SC/X/M , Y , 1,2025
514 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,EE        ,DIPPPT ,3483 ,3483 , ST/X/M , Y , 1,2025
515 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,EE        ,DIPPPT , 357 , 357 , UR/X/F , Y , 1,2025
516 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,EE        ,DIPPPT , 251 , 370 , UR/X/M , Y , 2,2025
517 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,IP        ,DIPPPT , 820 , 820 , UR/X/F , Y , 1,2025
518 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,IP        ,DIPPPT ,1187 ,1187 , OBC/X/F, Y , 1,2025
519 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,IP        ,DIPPPT ,3363 ,3363 , OBC/X/M, Y , 1,2025
520 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,IT        ,DIPPPT , 581 , 581 , OBC/X/M, Y , 1,2025
521 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,IT        ,DIPPPT ,2158 ,2158 , SC/X/F , Y , 1,2025
522 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,IT        ,DIPPPT ,1975 ,2156 , SC/X/M , Y , 2,2025
523 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,IT        ,DIPPPT ,2192 ,2192 , SC/X/F , Y , 1,2025
524 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,IT        ,DIPPPT , 354 , 354 , OBC/X/F, Y , 1,2025
525 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,IT        ,DIPPPT , 533 , 533 , OBC/X/M, Y , 1,2025
526 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,IT        ,DIPPPT , 471 , 561 , UR/X/M , Y , 2,2025
527 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,MECH      ,DIPPPT , 526 , 526 , OBC/X/M, Y , 1,2025
528 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,MECH      ,DIPPPT ,1690 ,1690 , SC/X/M , Y , 1,2025
529 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,MECH      ,DIPPPT ,25611,3420 , ST/X/M , Y , 2,2025
530 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,MECH      ,DIPPPT ,1013 ,1013 , OBC/X/F, Y , 1,2025
531 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,MECH      ,DIPPPT , 350 , 462 , OBC/X/M, Y , 3,2025
532 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,MTENG     ,DIPPPT ,1301 ,1301 , UR/X/M , Y , 1,2025
533 ,JABALPUR ENGINEERING COLLEGE JABALPUR (JEC) (1947) ,GOVT ,MTENG     ,DIPPPT ,2703 ,2703 , OBC/X/M, Y , 1,2025
534 ,Jai Narain College of Technology Bhopal (2003), Private ,CSE ,DIPPPT ,2016,2016, OBC/X/F ,N, 1,2025
535 ,Jai Narain College of Technology Bhopal (2003), Private ,CSE ,DIPPPT ,3181,3747, OBC/X/M ,N, 4,2025
536 ,Jai Narain College of Technology Bhopal (2003), Private ,CSE ,DIPPPT ,1425,4787, UR/X/M  ,N, 2,2025
537 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,CIVIL     ,DIPPPT , 901 , 901 , OBC/X/M,N,1,2025
538 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,CIVIL     ,DIPPPT ,3013 ,3836 , ST/X/M ,N,2,2025
539 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,CIVIL     ,DIPPPT ,3978 ,3978 , SC/X/M ,N,1,2025
540 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,CIVIL     ,BSC    ,4062 ,4062 , OBC/X/M,N,1,2025
541 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,CSE       ,DIPPPT ,3012 ,3012 , ST/X/M ,N,1,2025
542 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,CSE       ,DIPPPT ,1442 ,4461 , UR/X/M ,N,3,2025
543 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,CSE       ,DIPPPT , 668 ,4559 , OBC/X/M,N,8,2025
544 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,CSE       ,BSC    ,4695 ,4695 , OBC/X/F,N,1,2025
545 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,EC        ,DIPPPT ,1162 ,1162 , OBC/X/M,N,1,2025
546 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,ELECT ELEX,DIPPPT ,2366 ,2908 , ST/X/M ,N,4,2025
547 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,ELECT ELEX,DIPPPT ,1844 ,3652 , SC/X/M ,N,4,2025
548 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,ELECT ELEX,DIPPPT , 907 ,4340 , OBC/X/M,N,11,2025
549 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,MECH      ,DIPPPT ,1322 ,1322 , UR/X/M ,N,1,2025
550 ,Jawaharlal Institute of Technology Borawan Khargone (1997), Private ,MECH      ,DIPPPT , 205 ,4171 , OBC/X/M,N,3,2025
551 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,CIVIL ,BSC    ,3255 ,3255 , OBC/X/M   ,N,1,2025
552 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,CIVIL ,DIPPPT ,1117 ,4696 , UR/X/M    ,N,7,2025
553 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,CIVIL ,BSC    ,4537 , 4763, UR/X/M    ,N,2,2025
554 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,CSE   ,DIPPPT , 696 , 696 , OBC/X/F   ,N,1,2025
555 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,CSE   ,BSC    ,3482 , 3482, OBC/X/M   ,N,1,2025
556 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,CSE   ,DIPPPT ,4355 , 4355, UR/X/M    ,N,1,2025
557 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,EC    ,DIPPPT ,1513 ,1513 , SC/X/M    ,N,1,2025
558 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,ELECT ELEX ,DIPPPT , 707 ,2816 , OBC/X/M ,N,3,2025
559 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,ELECT ELEX ,DIPPPT , 135 ,4509 , UR/X/M  ,N,5,2025
560 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,MECH  ,DIPPPT ,2312 ,2596 , OBC/X/M   ,N,2,2025
561 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,MECH  ,BSC    ,4785 ,4785 , UR/X/M    ,N,1,2025
562 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,MECH  ,DIPPPT , 209 ,4786 , UR/X/M    ,N,9,2025
563 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,MINING,BSC    ,4536 ,4536 , OBC/X/M   ,N,1,2025
564 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,MINING,DIPPPT ,4186 ,4740 , OBC/X/M   ,N,3,2025
565 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,MINING,DIPPPT , 688 , 688 , ST/X/M    ,N,1,2025
566 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,MINING,DIPPPT , 367 ,1976 , SC/X/M    ,N,3,2025
567 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,MINING,BSC    ,2277 ,2277 , UR/X/M    ,N,1,2025
568 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,MINING,DIPPPT , 119 ,3995 , OBC/X/M   ,N,15,2025
569 ,Jawaharlal Nehru College of Technology Rewa (2007), Private ,MINING,DIPPPT , 89  ,4090 , UR/X/M    ,N,29,2025
570 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,CIVIL  ,DIPPPT , 436,4149, UR/X/M ,N, 33,2025
571 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,CIVIL  ,BSC    ,4436,4436, UR/X/M ,N, 1,2025
572 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,CIVIL  ,DIPPPT , 770,4833, OBC/X/M,N, 4,2025
573 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,CIVIL  ,BSC    ,4819,4834, OBC/X/M,N, 2,2025
574 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,CSE    ,DIPPPT ,2769,3607, UR/X/M ,N, 3,2025
575 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,CSE    ,DIPPPT ,4226,4226, SC/X/M ,N, 1,2025
576 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,EC     ,DIPPPT , 304,1149, UR/X/F ,N, 2,2025
577 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,EC     ,DIPPPT ,1026,3854, UR/X/M ,N, 7,2025
578 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,EC     ,DIPPPT ,3807,4487, OBC/X/F,N, 2,2025
579 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,EE     ,DIPPPT ,2760,2760, OBC/X/M,N, 1,2025
580 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,EE     ,DIPPPT ,1333,2774, UR/X/M ,N, 2,2025
581 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,MECH   ,DIPPPT , 163, 163, ST/X/M ,N, 1,2025
582 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,MECH   ,DIPPPT ,3436,3436, SC/X/M ,N, 1,2025
583 ,Kailash Narayan Patidar College of Science & Technology Bhopal (2008), Private ,MECH   ,DIPPPT ,2421,4415, UR/X/M ,N, 10,2025
584 ,Lakshmi Narain College of Technology & Science (RIT) Indore (2002) ,Private ,CSE ,DIPPPT ,1396,1396, OBC/X/M ,N,1,2025
585 ,Lakshmi Narain College of Technology & Science (RIT) Indore (2002) ,Private ,CSE ,DIPPPT ,1786,2264, UR/X/M  ,N,2,2025
586 ,Lakshmi Narain College of Technology & Science (RIT) Indore (2002) ,Private ,CSE ,DIPPPT ,2473,2473, OBC/X/F ,N,1,2025
587 ,Lakshmi Narain College of Technology & Science (RIT) Indore (2002) ,Private ,CSE ,DIPPPT ,4409,4409, SC/X/M  ,N,1,2025
588 ,Lakshmi Narain College of Technology & Science Bhopal (2006), Private ,CIVIL   ,DIPPPT ,3276,3276, UR/X/M ,N, 1,2025
589 ,Lakshmi Narain College of Technology & Science Bhopal (2006), Private ,CSE     ,DIPPPT ,2258,2258, UR/X/F ,N, 1,2025
590 ,Lakshmi Narain College of Technology & Science Bhopal (2006), Private ,CSE     ,DIPPPT ,2963,2963, OBC/X/F,N, 1,2025
591 ,Lakshmi Narain College of Technology & Science Bhopal (2006), Private ,CSE     ,DIPPPT ,1526,3837, UR/X/M ,N, 11,2025
592 ,Lakshmi Narain College of Technology & Science Bhopal (2006), Private ,CSE     ,DIPPPT ,3974,3974, OBC/X/M,N, 1,2025
593 ,Lakshmi Narain College of Technology & Science Bhopal (2006), Private ,CSECS   ,DIPPPT ,2692,2692, UR/X/M ,N, 1,2025
594 ,Lakshmi Narain College of Technology & Science Bhopal (2006), Private ,CSEIML  ,DIPPPT ,1941,1941, UR/X/F ,N, 1,2025
595 ,Lakshmi Narain College of Technology & Science Bhopal (2006), Private ,CSEIML  ,DIPPPT ,2448,2448, UR/X/M ,N, 1,2025
596 ,Lakshmi Narain College of Technology & Science Bhopal (2006), Private ,EC      ,DIPPPT ,3664,3664, UR/X/M ,N, 1,2025
597 ,Lakshmi Narain College of Technology Excellence Bhopal (2007), Private ,CSE    ,DIPPPT ,3394 ,3394 , UR/X/F ,N, 1,2025
598 ,Lakshmi Narain College of Technology Excellence Bhopal (2007), Private ,CSE    ,DIPPPT ,4074 ,4074 , OBC/X/M,N, 1,2025
599 ,Lakshmi Narain College of Technology Excellence Bhopal (2007), Private ,CSE    ,DIPPPT ,2328 ,4373 , UR/X/M ,N, 5,2025
600 ,Lakshmi Narain College of Technology Excellence Bhopal (2007), Private ,CSEDS  ,DIPPPT , 948 ,3911 , UR/X/M ,N, 4,2025
601 ,Lakshmi Narain College of Technology Excellence Bhopal (2007), Private ,CSEIML ,DIPPPT ,1406 ,1406 , UR/X/M ,N, 1,2025
602 ,Lakshmi Narain College of Technology Excellence Bhopal (2007), Private ,MECH   ,DIPPPT ,3891 ,3891 , UR/X/M ,N, 1,2025
603 ,Lakshmi Narain College of Technology Excellence Bhopal (2007), Private ,MECH   ,DIPPPT ,4168 ,4168 , OBC/X/M,N, 1,2025
604 ,Lakshmi Narain College of Technology Bhopal (1994), Private ,AIADS     ,DIPPPT ,3746 ,3746 , OBC/X/M ,N, 1,2025
605 ,Lakshmi Narain College of Technology Bhopal (1994), Private ,AIADS     ,DIPPPT ,1930 ,4667 , UR/X/M  ,N, 8,2025
